24
24
72
0	 6.363961030678927e+02  3.521391770309007e+02 -6.279108216936542e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	0
1	 6.363961030678927e+02  4.228498551495554e+02 -5.572001435749994e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	1
2	 7.071067811865474e+02  3.521391770309007e+02 -5.572001435749994e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	2
3	 7.071067811865474e+02  4.228498551495554e+02 -6.279108216936542e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	3
4	2.821356056934325e+02 4.313351365237939e+02 2.368807716974934e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	1	0	4
5	2.821356056934325e+02 5.020458146424487e+02 3.075914498161482e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	1	0	5
6	3.528462838120872e+02 4.313351365237939e+02 3.075914498161482e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	1	0	6
7	3.528462838120872e+02 5.020458146424487e+02 2.368807716974934e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	1	0	7
8	 2.404163056034258e+01  5.593214639185589e+02 -1.477853172679884e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	2	0	8
9	 2.404163056034258e+01  6.300321420372137e+02 -7.707463914933369e+01	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	2	0	9
10	 9.475230867899732e+01  5.593214639185589e+02 -7.707463914933369e+01	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	2	0	10
11	 9.475230867899732e+01  6.300321420372137e+02 -1.477853172679884e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	2	0	11
12	-1.244507934888324e+02 -6.045762979144981e+02  3.966869042456531e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	3	0	12
13	-1.244507934888324e+02 -5.338656197958434e+02  4.673975823643079e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	3	0	13
14	-5.374011537017766e+01 -6.045762979144981e+02  4.673975823643079e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	3	0	14
15	-5.374011537017766e+01 -5.338656197958434e+02  3.966869042456531e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	3	0	15
16	 5.098239892355008e+02 -6.448813844421313e+02  3.047630226914020e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	4	0	16
17	 5.098239892355008e+02 -5.741707063234766e+02  3.754737008100568e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	4	0	17
18	 5.805346673541555e+02 -6.448813844421313e+02  3.754737008100568e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	4	0	18
19	 5.805346673541555e+02 -5.741707063234766e+02  3.047630226914020e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	4	0	19
20	 1.407142494561230e+02 -2.029396462005391e+02 -3.478965363437813e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	5	0	20
21	 1.407142494561230e+02 -1.322289680818844e+02 -2.771858582251266e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	5	0	21
22	 2.114249275747777e+02 -2.029396462005391e+02 -2.771858582251266e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	5	0	22
23	 2.114249275747777e+02 -1.322289680818844e+02 -3.478965363437813e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	5	0	23
0	 6.363961030678927e+02  3.521391770309007e+02 -6.279108216936542e+02	-7.071067811865476e-01 -7.071067811865476e-01  7.071067811865476e-01	 6.363961030678927e+02  3.521391770309007e+02 -6.279108216936542e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1	 6.363961030678927e+02  3.521391770309007e+02 -6.279108216936542e+02	-7.071067811865476e-01  7.071067811865476e-01 -7.071067811865476e-01	 6.363961030678927e+02  3.521391770309007e+02 -6.279108216936542e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
2	 6.363961030678927e+02  3.521391770309007e+02 -6.279108216936542e+02	 7.071067811865476e-01 -7.071067811865476e-01 -7.071067811865476e-01	 6.363961030678927e+02  3.521391770309007e+02 -6.279108216936542e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
3	 6.363961030678927e+02  3.521391770309007e+02 -6.279108216936542e+02	7.071067811865476e-01 7.071067811865476e-01 7.071067811865476e-01	 6.363961030678927e+02  3.521391770309007e+02 -6.279108216936542e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
4	2.821356056934325e+02 4.313351365237939e+02 2.368807716974934e+02	-7.071067811865476e-01 -7.071067811865476e-01  7.071067811865476e-01	2.821356056934325e+02 4.313351365237939e+02 2.368807716974934e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
5	2.821356056934325e+02 4.313351365237939e+02 2.368807716974934e+02	-7.071067811865476e-01  7.071067811865476e-01 -7.071067811865476e-01	2.821356056934325e+02 4.313351365237939e+02 2.368807716974934e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
6	2.821356056934325e+02 4.313351365237939e+02 2.368807716974934e+02	 7.071067811865476e-01 -7.071067811865476e-01 -7.071067811865476e-01	2.821356056934325e+02 4.313351365237939e+02 2.368807716974934e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
7	2.821356056934325e+02 4.313351365237939e+02 2.368807716974934e+02	7.071067811865476e-01 7.071067811865476e-01 7.071067811865476e-01	2.821356056934325e+02 4.313351365237939e+02 2.368807716974934e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
8	 2.404163056034258e+01  5.593214639185589e+02 -1.477853172679884e+02	-7.071067811865476e-01 -7.071067811865476e-01  7.071067811865476e-01	 2.404163056034258e+01  5.593214639185589e+02 -1.477853172679884e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
9	 2.404163056034258e+01  5.593214639185589e+02 -1.477853172679884e+02	-7.071067811865476e-01  7.071067811865476e-01 -7.071067811865476e-01	 2.404163056034258e+01  5.593214639185589e+02 -1.477853172679884e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
10	 2.404163056034258e+01  5.593214639185589e+02 -1.477853172679884e+02	 7.071067811865476e-01 -7.071067811865476e-01 -7.071067811865476e-01	 2.404163056034258e+01  5.593214639185589e+02 -1.477853172679884e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
11	 2.404163056034258e+01  5.593214639185589e+02 -1.477853172679884e+02	7.071067811865476e-01 7.071067811865476e-01 7.071067811865476e-01	 2.404163056034258e+01  5.593214639185589e+02 -1.477853172679884e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
12	-1.244507934888324e+02 -6.045762979144981e+02  3.966869042456531e+02	-7.071067811865476e-01 -7.071067811865476e-01  7.071067811865476e-01	-1.244507934888324e+02 -6.045762979144981e+02  3.966869042456531e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
13	-1.244507934888324e+02 -6.045762979144981e+02  3.966869042456531e+02	-7.071067811865476e-01  7.071067811865476e-01 -7.071067811865476e-01	-1.244507934888324e+02 -6.045762979144981e+02  3.966869042456531e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
14	-1.244507934888324e+02 -6.045762979144981e+02  3.966869042456531e+02	 7.071067811865476e-01 -7.071067811865476e-01 -7.071067811865476e-01	-1.244507934888324e+02 -6.045762979144981e+02  3.966869042456531e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
15	-1.244507934888324e+02 -6.045762979144981e+02  3.966869042456531e+02	7.071067811865476e-01 7.071067811865476e-01 7.071067811865476e-01	-1.244507934888324e+02 -6.045762979144981e+02  3.966869042456531e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
16	 5.098239892355008e+02 -6.448813844421313e+02  3.047630226914020e+02	-7.071067811865476e-01 -7.071067811865476e-01  7.071067811865476e-01	 5.098239892355008e+02 -6.448813844421313e+02  3.047630226914020e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
17	 5.098239892355008e+02 -6.448813844421313e+02  3.047630226914020e+02	-7.071067811865476e-01  7.071067811865476e-01 -7.071067811865476e-01	 5.098239892355008e+02 -6.448813844421313e+02  3.047630226914020e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
18	 5.098239892355008e+02 -6.448813844421313e+02  3.047630226914020e+02	 7.071067811865476e-01 -7.071067811865476e-01 -7.071067811865476e-01	 5.098239892355008e+02 -6.448813844421313e+02  3.047630226914020e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
19	 5.098239892355008e+02 -6.448813844421313e+02  3.047630226914020e+02	7.071067811865476e-01 7.071067811865476e-01 7.071067811865476e-01	 5.098239892355008e+02 -6.448813844421313e+02  3.047630226914020e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
20	 1.407142494561230e+02 -2.029396462005391e+02 -3.478965363437813e+02	-7.071067811865476e-01 -7.071067811865476e-01  7.071067811865476e-01	 1.407142494561230e+02 -2.029396462005391e+02 -3.478965363437813e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
21	 1.407142494561230e+02 -2.029396462005391e+02 -3.478965363437813e+02	-7.071067811865476e-01  7.071067811865476e-01 -7.071067811865476e-01	 1.407142494561230e+02 -2.029396462005391e+02 -3.478965363437813e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
22	 1.407142494561230e+02 -2.029396462005391e+02 -3.478965363437813e+02	 7.071067811865476e-01 -7.071067811865476e-01 -7.071067811865476e-01	 1.407142494561230e+02 -2.029396462005391e+02 -3.478965363437813e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
23	 1.407142494561230e+02 -2.029396462005391e+02 -3.478965363437813e+02	7.071067811865476e-01 7.071067811865476e-01 7.071067811865476e-01	 1.407142494561230e+02 -2.029396462005391e+02 -3.478965363437813e+02	1	0	-1	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
0	0	2	0
0	2	1	0
0	1	0	0
1	0	1	0
1	1	3	0
1	3	0	0
2	0	3	0
2	3	2	0
2	2	0	0
3	1	2	0
3	2	3	0
3	3	1	0
4	4	6	0
4	6	5	0
4	5	4	0
5	4	5	0
5	5	7	0
5	7	4	0
6	4	7	0
6	7	6	0
6	6	4	0
7	5	6	0
7	6	7	0
7	7	5	0
8	8	10	0
8	10	9	0
8	9	8	0
9	8	9	0
9	9	11	0
9	11	8	0
10	8	11	0
10	11	10	0
10	10	8	0
11	9	10	0
11	10	11	0
11	11	9	0
12	12	14	0
12	14	13	0
12	13	12	0
13	12	13	0
13	13	15	0
13	15	12	0
14	12	15	0
14	15	14	0
14	14	12	0
15	13	14	0
15	14	15	0
15	15	13	0
16	16	18	0
16	18	17	0
16	17	16	0
17	16	17	0
17	17	19	0
17	19	16	0
18	16	19	0
18	19	18	0
18	18	16	0
19	17	18	0
19	18	19	0
19	19	17	0
20	20	22	0
20	22	21	0
20	21	20	0
21	20	21	0
21	21	23	0
21	23	20	0
22	20	23	0
22	23	22	0
22	22	20	0
23	21	22	0
23	22	23	0
23	23	21	0
