6
3
10
0	 2.107178207935912e+02 -7.071067811865532e-01  6.427600640985717e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	0
1	2.545584412271569e+01 9.192388155425112e+01 7.353910524340093e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	1
2	9.050966799187808e+01 1.569777054234136e+02 8.004448763031717e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	2
3	2.757716446627535e+02 6.434671708797583e+01 7.078138879677340e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	3
4	1.180868324581534e+02 4.560838738653229e+01 6.890755582662905e+02	 1.889002105907265e-16  2.083986997604369e-01 -2.083986997604371e-01	1.000000000000000e+00	0	0	4
5	1.831406563273158e+02 1.106622112556947e+02 7.541293821354528e+02	 1.622083663693984e-16  8.480869233608238e-02 -8.480869233608254e-02	1.000000000000000e+00	0	0	5
0	 0.000000000000000e+00 -7.071067811865475e-01  7.071067811865475e-01	5.773502691896257e-01 5.773502691896257e-01 5.773502691896257e-01	2.842569260369921e+02 2.842569260369921e+02 2.842569260369921e+02	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1	 0.000000000000000e+00 -7.071067811865475e-01  7.071067811865475e-01	 2.490191999965771e-16 -7.071067811865471e-01  7.071067811865479e-01	 0.000000000000000e+00 -3.217335854398792e+02  3.217335854398792e+02	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
2	 0.000000000000000e+00 -7.071067811865475e-01  7.071067811865475e-01	5.773502691896257e-01 5.773502691896257e-01 5.773502691896257e-01	3.493107499061544e+02 3.493107499061544e+02 3.493107499061544e+02	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
0	0	1	0
1	1	0	0
1	0	3	0
0	4	0	0
1	2	1	0
0	1	4	0
1	3	2	0
2	2	3	0
2	5	2	0
2	3	5	0
