1	-6.123544725075501e+02 -4.058792924010783e+02  6.873077913133242e+02	2.053910604288348e-17 5.203145080136217e+00 5.203145080136217e+00	5329	0
9	-7.608468965567251e+02  1.364716087690035e+02  2.420426512001552e+03	1.810684159848693e+00 1.810684159848686e+00 3.795893584310279e-16	20611	0
16	-7.495331880577419e+01 -1.746553749530773e+02  1.963635531355042e+03	-1.516891399459142e-16  2.084702642345762e-17 -4.981338027462482e-16	20611	0
20	-1.011162697096763e+02 -1.513208511739211e+02  2.524371208835975e+02	-3.326567898850425e+00  3.326567898850427e+00  3.071500984336392e-17	20611	0
23	-3.896158364337876e+02 -4.596194077712559e+02  8.492352442050435e+02	-9.602001277901068e-02  9.602001277900413e-02  2.189822197632548e-18	20611	0
26	-1.322289680818844e+02 -3.394112549695428e+02  3.235013523928455e+03	-2.916983611799438e+00 -2.916983611799441e+00  5.663282770016022e-17	20611	0
35	 6.434671708797578e+01 -3.146625176280137e+02  1.757867458029757e+03	 8.669432824363333e-01  8.669432824363345e-01 -3.095395766417150e-16	20611	0
38	9.899494936611745e+00 8.343860018001260e+01 2.453660530717319e+03	 2.633478348088536e+00 -2.633478348088538e+00  2.679039185482943e-17	20611	0
40	-1.463711037056153e+02  1.527350647362942e+02  1.317339933350538e+03	 2.885078468660702e+00  2.885078468660700e+00 -1.225450923747027e-16	20611	0
46	5.091168824543138e+01 3.889087296526009e+01 1.515329832082771e+03	4.362840810951863e+00 4.362840810951861e+00 4.409080688753997e-17	20611	0
51	 7.580184694319789e+02 -3.747665940288700e+02  2.479116374840035e+03	-2.548247069449275e-17  1.102634672065435e+00  1.102634672065420e+00	3729	0
60	-2.114249275747777e+02 -7.636753236814707e+01  2.072529975657771e+03	-7.423482325404250e-16  2.238705341448929e-17 -1.089874404050740e-15	20611	0
65	-3.436538956566621e+02 -5.465935418572012e+02  1.651094334070588e+03	 3.613872150054615e-16  4.030833495996092e+00 -4.030833495996099e+00	20150	0
70	-5.091168824543138e+01 -3.867874093090415e+02  3.150160710186069e+03	-1.494455488041895e-16  4.099070090488894e+00 -4.099070090488880e+00	15344	0
77	 8.640844866099610e+02 -1.202081528017130e+02  2.821356056934324e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	20611	1
93	-1.272792206135784e+01  8.718626612030130e+02  2.819234736590765e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	10530	1
97	-1.880904037956217e+02  4.744686501761734e+02  1.631295344197365e+03	 4.224819220912302e+00  4.224819220912295e+00 -2.268886288504398e-17	20611	0
98	1.265721138323920e+02 2.347594513539339e+02 2.185667060647618e+03	 2.985218970139726e-16 -9.185289138891345e-17 -4.592644569446994e-17	20611	0
105	-1.499066376115481e+02 -2.460731598529187e+02  2.665792565073284e+03	3.220122168240275e-01 3.220122168240357e-01 1.975100339490258e-16	20611	0
107	 1.845548698896889e+02 -8.520636713297897e+02  2.802971280623474e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	20611	1
148	-1.279863273947651e+02 -2.460731598529185e+02  2.018789860287593e+03	 4.461690936015778e+00 -3.014470345108109e+00 -7.476161281123893e+00	20611	0
206	-5.020458146424494e+01  5.593214639185589e+02  3.169252593278105e+03	 8.040888028752917e-01 -1.209002717467715e+01  1.128593837180185e+01	10530	0
244	-8.909545442950497e+01 -9.899494936611663e+01  3.167838379715732e+02	7.227561271059351e-01 6.384470829832900e+00 7.107226956938836e+00	20611	0
245	1.697056274847714e+02 1.272792206135784e+01 8.244865068635144e+02	-4.709076345705014e-01 -6.351911110678603e+00  6.822818745249108e+00	20611	0
293	-5.260874452027913e+02 -2.729432175380073e+02  2.756302233065162e+03	-1.284489481054408e+00 -6.669258142502031e+00  7.953747623556424e+00	20611	0
297	 2.651650429449553e+02 -4.772970773009195e+02  3.945655839020935e+02	 1.059407682722093e-16 -9.560592611984760e-01 -9.560592611984795e-01	20259	0
298	 3.945655839020935e+02 -2.828427124746190e+01  2.443761035780708e+03	5.399292482162117e+00 1.512732854295194e+00 6.912025336457276e+00	20611	0
329	 1.746553749530772e+02 -7.827672067735080e+02  2.723775321130581e+03	-1.452988372536097e+00  5.049917630759538e+00 -6.502906003295607e+00	20611	0
361	 2.390020920410529e+02 -4.638620484583753e+02  3.170666806840479e+03	-5.779959370961559e-16  2.693467991348390e-16 -4.236612688549132e-16	19899	0
364	 3.959797974644653e+01 -2.842569260369921e+02  1.813021786962308e+03	 2.582487890621231e+00 -4.050276160673398e+00 -6.632764051294629e+00	20611	0
366	3.889087296526009e+01 1.484924240491750e+02 2.359615328819509e+03	-2.826956849512460e+00 -6.558479083414646e+00  9.385435932927123e+00	20611	0
414	-7.438763338082481e+02 -2.623366158202091e+02  3.382091734415257e+03	 1.575424334367642e-17 -2.861979928723684e+00  2.861979928723684e+00	6467	0
421	-4.030508652763319e+01  3.464823227814084e+02  3.372192239478645e+03	-3.526711119681359e+00 -7.389839182976814e+00  1.091655030265817e+01	10530	0
453	 7.912524881477466e+02 -3.726452736853104e+02  2.514471713899363e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	3729	1
472	 8.039804102091044e+02 -3.471894295625948e+02  2.460731598529185e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	3729	1
551	 4.709331162702406e+02 -6.229610742253483e+02  4.546696603029500e+02	 2.459914555087961e+00 -7.180863862091547e+00 -4.720949307003586e+00	20259	0
625	-1.767766952966349e+01 -7.919595949289330e+02  3.065307896443684e+03	 2.023668143478517e+00 -7.688595357969643e+00 -9.712263501448163e+00	20338	0
647	-6.682159082212873e+02 -3.203193718775060e+02  7.170062761231592e+02	-3.056889125819678e-16 -1.078966192267750e-02 -1.078966192267750e-02	5329	0
650	7.071067811865532e-01 8.838834764831844e+01 5.939696961966998e+02	6.116591826102891e+00 3.458619878793572e+00 9.575211704896461e+00	20611	0
702	8.251936136447009e+02 2.814284989122459e+02 1.317339933350538e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	20611	1
779	 1.329360748630709e+02 -1.477853172679884e+02  8.365073221436857e+02	-6.323435820581953e+00 -1.882929200523407e-01 -6.135142900529615e+00	20611	0
787	2.588010819142763e+02 2.347594513539337e+02 2.053438092565734e+03	-1.331583758562659e-15  1.223828344135689e-16  1.525843900770442e-15	20611	0
788	1.838477631085022e+02 2.347594513539336e+02 2.128391411371508e+03	 6.791277457619543e+00 -4.683861624749758e-31 -6.791277457619547e+00	20611	0
815	-6.837722574073912e+02 -5.225519112968584e+02  2.358908222038322e+03	1.781214005044824e-19 9.634264876231668e-02 9.634264876233090e-02	17843	0
835	-1.124299782086609e+02 -7.636753236814707e+01  2.171524925023888e+03	-1.273571156045932e+00  7.888609052210118e-31 -1.273571156045932e+00	20611	0
866	8.230722933011413e+02 1.633416664540925e+02 8.280220407694471e+02	-9.857703561229989e-17 -2.565468834805221e+00 -2.565468834805223e+00	5162	0
880	3.790092347159895e+02 1.470782104868019e+02 1.521693793113450e+03	-1.972152263052530e-31  6.318620792599162e+00 -6.318620792599155e+00	20611	0
881	3.790092347159894e+02 2.064751801064719e+02 1.462296823493780e+03	-1.720052295419770e-16  3.851237834307872e-16 -1.105769747387893e-16	20611	0
924	-7.502402948389270e+02  6.505382386916222e+01  2.338402125383912e+03	 7.557650677431740e-16 -1.270321010860816e-16 -7.579412633658798e-17	20611	0
925	8.039804102091044e+02 2.121320343559643e+02 3.020053062447744e+03	-2.213521188642801e-17 -1.164380014140278e+00 -1.164380014140292e+00	3382	0
1107	-3.783021279348029e+02  6.505382386916244e+01  1.966463958479789e+03	-6.687871619691977e-17  4.433111322824285e-16 -3.715139337883141e-16	20611	0
1125	 8.555992052357225e+02 -1.887975105768082e+02  1.198545994111198e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	2972	1
1171	-4.136574669941302e+02 -7.778174593051972e+00  1.938886794013513e+03	-1.458625815561057e+00  1.458625815561055e+00  4.154821861065539e-16	20611	0
1195	 1.195010460205265e+02 -5.437651147324550e+02  1.231780012826966e+03	 5.151182888209703e+00  5.899036417712216e-17 -5.151182888209711e+00	20611	0
1213	-6.965001794687491e+02 -5.289158723275375e+02  2.365272183069002e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	17843	1
1324	-1.704127342659580e+02 -7.636753236814707e+01  2.113542168966590e+03	-5.850192367827020e+00  2.465190328815662e-32 -5.850192367827024e+00	20611	0
1411	-5.939696961967002e+01  7.997377695219850e+02  2.938028675830104e+03	-2.089508740609176e+00 -5.881746081951334e+00  7.971254822560468e+00	10530	0
1419	-6.646803743153555e+01  7.481189744953672e+02  2.996718538668588e+03	-1.519275372272233e-01 -7.952398539292645e+00  8.104326076519868e+00	10530	0
1484	-7.629682169002846e+02  3.973940110268400e+02  3.062479469318937e+03	-3.347398832784168e-17  5.175009518206863e-01  5.175009518206863e-01	6699	0
1491	-2.121320343559642e+02 -2.474873734152916e+02  2.740745883879058e+03	 7.453010756258635e+00  1.460247351292701e+00 -5.992763404965928e+00	20611	0
1518	 4.037579720575186e+02 -4.985102807365159e+02  5.119453095790603e+02	 6.038581479138042e+00 -6.253811290832939e+00 -2.152298116949041e-01	20259	0
1548	-6.151828996322962e+01  3.394112549695430e+01  4.772970773009196e+02	3.796129128057861e+00 5.215823029041711e+00 9.011952157099566e+00	20611	0
1601	 4.999244942988891e+02 -7.141778489984129e+02  3.853731957466684e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	19872	1
1670	 5.048742417671949e+02 -6.703372285648470e+02  7.947880220536794e+02	-1.069112927495150e+00  3.623523914303993e-17  1.069112927495150e+00	4160	0
1671	 4.963889603929562e+02 -7.170062761231592e+02  8.499423509862299e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	4160	1
1751	-4.886107857999043e+02 -7.000357133746820e+01  2.211830011551520e+03	-1.213562397140464e+00 -1.397889293071798e-16  1.213562397140517e+00	20611	0
1775	 4.702260094890540e+02 -7.360981592151959e+02  3.408254685319158e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	20259	1
1786	-4.518412331782038e+02 -1.350573952066305e+02  9.107535341682731e+02	-5.432428143605637e+00  3.717662960990019e+00  9.150091104595660e+00	20611	0
1796	-8.152941187080894e+02 -3.104198769408945e+02  3.268247542644222e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	6467	1
1876	-8.145870119269027e+02 -2.672863632885151e+02  3.457752160002217e+03	-5.507084563175681e+00  3.830321434952410e+00  1.676763128223257e+00	6467	0
1877	-7.474118677141806e+02 -4.490128060534576e+02  6.675088014401008e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	5329	1
1886	 5.798275605729691e+01 -1.647558800164655e+02  7.785245660863887e+02	-8.277849932347193e+00 -2.655857409835539e+00 -5.621992522511661e+00	20611	0
1919	 4.475985924910846e+02 -5.614427842621187e+02  4.928534264870236e+02	 3.792541624726409e+00 -7.065895775031215e+00 -3.273354150304809e+00	20259	0
1924	 1.626345596729061e+01 -8.718626612030130e+02  1.294005409571382e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	19148	1
2068	 4.914392129246505e+02 -6.901362184380703e+02  4.080006127446379e+02	-4.140960661940714e-02 -6.162611290656008e+00 -6.204020897275410e+00	20259	0
2206	6.441742776609447e+02 5.239661248592316e+02 6.038691911333116e+02	 4.962790565145781e+00 -9.118180742569690e-17 -4.962790565145777e+00	7025	0
2211	-2.262741699796952e+02 -4.023437584951455e+02  2.585889498799204e+03	-6.223085179928897e-17 -7.544443964588362e-16  1.246911217064209e-15	20611	0
2261	-6.349818895055196e+02  5.331585130146568e+02  2.901966229989591e+03	-3.278127422517715e-17  1.992941647679217e+00 -1.992941647679203e+00	6700	0
2292	-8.598418459228418e+02  1.598061325481597e+02  2.353251367788830e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	20611	1
2425	8.421641763931780e+02 2.291025971044414e+02 2.998839859012148e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	3382	1
2540	 1.569777054234136e+02 -1.803122292025695e+02  1.190060712736959e+03	-4.536389022498781e-01  5.583296756665781e+00  6.036935658915660e+00	20611	0
2625	 8.216580797387683e+02 -1.916259377015544e+02  1.229658692483406e+03	 8.787570067954820e-17 -3.915738563092777e+00 -3.915738563092781e+00	2972	0
2627	 8.619631662664015e+02 -1.393000358937499e+02  1.322289680818844e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	2972	1
2681	-2.934493141924172e+02  8.237794000823278e+02  2.493258510463766e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	18375	1
2697	-8.577205255792821e+02 -1.272792206135787e+02  2.038588850160816e+03	-4.959872452477647e-17 -2.825756777752950e-01 -2.825756777752737e-01	5501	0
2755	-1.477853172679884e+02 -2.510229073212245e+02  2.672863632885149e+03	1.522889966224595e+00 1.522889966224601e+00 2.786886627814676e-16	20611	0
2782	-7.389265863399421e+02 -2.800142853498728e+02  3.314209483421348e+03	 5.457084738231641e-17  2.774685665453745e+00 -2.774685665453731e+00	6467	0
