1	-6.123544725075501e+02 -3.648670990922585e+02  7.283199846221439e+02	-6.984722918142729e-18  4.781339025971739e+00  4.781339025971732e+00	5329	0
9	-7.488260812765539e+02  1.484924240491748e+02  2.420426512001552e+03	1.913555773649909e+00 1.913555773649914e+00 3.727491698407256e-16	6994	0
10	-3.995153313703993e+02 -1.286934341759518e+02  3.046923120132833e+03	-2.513000732257721e+00 -2.513000732257718e+00 -1.597487055307990e-18	6994	0
11	-1.357645019878171e+02 -3.189051583151329e+02  2.592960566611070e+03	 9.096270253585725e-01  9.096270253585752e-01 -2.028666567959794e-16	6994	0
13	4.907321061434639e+02 6.943788591251896e+02 1.838477631085023e+03	 2.945468003942722e-01  8.824011276863752e-18 -2.945468003942864e-01	1740	0
16	 4.879036790187172e+01 -5.091168824543138e+01  1.963635531355042e+03	 9.884424581834024e-01  9.884424581834035e-01 -1.215507197059849e-17	6994	0
17	-3.676955262170054e+01  3.288046532517446e+02  2.428911793375791e+03	-3.801914094156781e+00 -3.801914094156781e+00  3.916029443072403e-16	6994	0
19	 3.698168465605645e+02 -4.242640687119284e+02  2.658014390480232e+03	 3.842608530405495e+00  3.842608530405495e+00 -3.683862651933028e-16	6994	0
20	-1.088944443027283e+02 -1.435426765808691e+02  2.524371208835975e+02	-2.165051358362631e-01  2.165051358362648e-01 -6.115789062469932e-18	6982	0
21	1.336431816442575e+02 1.173797256769669e+02 7.558971490884193e+02	 1.569770072137414e+00 -1.569770072137413e+00  4.927209250332257e-16	6982	0
23	-4.461843789287115e+02 -4.030508652763320e+02  8.492352442050435e+02	 1.776564319550690e+00 -1.776564319550687e+00 -3.550732133096986e-16	6982	0
25	-3.606244584051392e+02 -6.434671708797578e+01  2.731553495723633e+03	1.432475705584987e+00 1.432475705584988e+00 3.945035712520711e-16	6994	0
26	-1.944543648263007e+02 -4.016366517139591e+02  3.235013523928455e+03	-1.582148221830463e+00 -1.582148221830466e+00 -1.112437036345432e-17	6994	0
