0	 4000  2000 12000	1
1	3975.38 2312.87   12000	1
2	3975.38 2312.87       0	1
3	3902.11 2618.03   12000	1
4	3902.11 2618.03       0	1
5	3782.01 2907.98   12000	1
6	3782.01 2907.98       0	1
7	3414.21 3414.21       0	1
8	3618.03 3175.57       0	1
9	2000 2000    0	1
10	3618.03 3175.57   12000	1
11	3175.57 3618.03       0	1
12	3414.21 3414.21   12000	1
13	3175.57 3618.03   12000	1
14	2907.98 3782.01   12000	1
15	2907.98 3782.01       0	1
16	2618.03 3902.11   12000	1
17	2618.03 3902.11       0	1
18	2312.87 3975.38   12000	1
19	2312.87 3975.38       0	1
20	 2000  4000 12000	1
21	1687.13 3975.38       0	1
22	2000 4000    0	1
23	1687.13 3975.38   12000	1
24	1381.97 3902.11       0	1
25	1381.97 3902.11   12000	1
26	1092.02 3782.01       0	1
27	1092.02 3782.01   12000	1
28	 824.43 3618.03       0	1
29	 824.43 3618.03   12000	1
30	585.786 3414.21       0	1
31	585.786 3414.21   12000	1
32	381.966 3175.57       0	1
33	381.966 3175.57   12000	1
34	217.987 2907.98       0	1
35	217.987 2907.98   12000	1
36	 97.887 2618.03       0	1
37	 97.887 2618.03   12000	1
38	24.6233 2312.87       0	1
39	24.6233 2312.87   12000	1
40	   0 2000    0	1
41	    0  2000 12000	1
42	24.6233 1687.13       0	1
43	 2000  2000 12000	1
44	24.6233 1687.13   12000	1
45	 97.887 1381.97       0	1
46	 97.887 1381.97   12000	1
47	217.987 1092.02       0	1
48	217.987 1092.02   12000	1
49	381.966 824.43      0	1
50	381.966 824.43  12000	1
51	585.786 585.786       0	1
52	585.786 585.786   12000	1
53	 824.43 381.966       0	1
54	 824.43 381.966   12000	1
55	1092.02 217.987       0	1
56	1092.02 217.987   12000	1
57	1381.97 97.887      0	1
58	1381.97 97.887  12000	1
59	1687.13 24.6233       0	1
60	1687.13 24.6233   12000	1
61	2000 0 0	1
62	 2000     0 12000	1
63	2312.87 24.6233       0	1
64	2312.87 24.6233   12000	1
65	2618.03 97.887      0	1
66	2618.03 97.887  12000	1
67	2907.98 217.987       0	1
68	2907.98 217.987   12000	1
69	3175.57 381.966       0	1
70	3175.57 381.966   12000	1
71	3414.21 585.786       0	1
72	3414.21 585.786   12000	1
73	3618.03 824.43      0	1
74	3618.03 824.43  12000	1
75	3782.01 1092.02       0	1
76	3782.01 1092.02   12000	1
77	3902.11 1381.97       0	1
78	3902.11 1381.97   12000	1
79	3975.38 1687.13       0	1
80	4000 2000    0	1
81	3975.38 1687.13   12000	1
82	2618.03 97.887   6000	1
83	2907.98 217.987    6000	1
84	2312.87 24.6233    6000	1
85	3175.57 381.966    6000	1
86	2000    0 6000	1
87	1687.13 24.6233    6000	1
88	3414.21 585.786    6000	1
89	1381.97 97.887   6000	1
90	3618.03 824.43   6000	1
91	1092.02 217.987    6000	1
92	3782.01 1092.02    6000	1
93	 824.43 381.966    6000	1
94	3902.11 1381.97    6000	1
95	585.786 585.786    6000	1
96	3975.38 1687.13    6000	1
97	381.966 824.43   6000	1
98	3975.38 2312.87    6000	1
99	4000 2000 6000	1
100	217.987 1092.02    6000	1
101	3902.11 2618.03    6000	1
102	 97.887 1381.97    6000	1
103	3782.01 2907.98    6000	1
104	24.6233 1687.13    6000	1
105	3618.03 3175.57    6000	1
106	   0 2000 6000	1
107	24.6233 2312.87    6000	1
108	3414.21 3414.21    6000	1
109	3175.57 3618.03    6000	1
110	 97.887 2618.03    6000	1
111	217.987 2907.98    6000	1
112	2907.98 3782.01    6000	1
113	2618.03 3902.11    6000	1
114	381.966 3175.57    6000	1
115	2312.87 3975.38    6000	1
116	585.786 3414.21    6000	1
117	2000 4000 6000	1
118	 824.43 3618.03    6000	1
119	1687.13 3975.38    6000	1
120	1092.02 3782.01    6000	1
121	1381.97 3902.11    6000	1
122	2312.87 3975.38    9000	1
123	3975.38 2312.87    9000	1
124	3975.38 1687.13    9000	1
125	3414.21 3414.21    9000	1
126	3618.03 3175.57    9000	1
127	2618.03 3902.11    9000	1
128	2000 4000 9000	1
129	   0 2000 9000	1
130	381.966 3175.57    9000	1
131	217.987 2907.98    9000	1
132	24.6233 1687.13    9000	1
