0	1	-4.999999999999999e-01 -8.660254037844388e-01  0.000000000000000e+00	-8.164965809277261e-01  4.714045207910315e-01 -3.333333333333333e-01	1	-1	0
1	2	-4.999999999999999e-01 -8.660254037844388e-01  0.000000000000000e+00	0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00	1	-1	0
2	3	-4.999999999999999e-01 -8.660254037844388e-01  0.000000000000000e+00	-8.164965809277261e-01  4.714045207910315e-01 -3.333333333333333e-01	1	-1	0
3	0	-4.999999999999999e-01 -8.660254037844388e-01  0.000000000000000e+00	0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00	1	-1	0
4	5	 4.999999999999999e-01 -8.660254037844388e-01  0.000000000000000e+00	 8.164965809277261e-01  4.714045207910315e-01 -3.333333333333333e-01	1	-1	4
5	6	 4.999999999999999e-01 -8.660254037844388e-01  0.000000000000000e+00	0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00	1	-1	4
6	7	 4.999999999999999e-01 -8.660254037844388e-01  0.000000000000000e+00	 8.164965809277261e-01  4.714045207910315e-01 -3.333333333333333e-01	1	-1	4
7	4	 4.999999999999999e-01 -8.660254037844388e-01  0.000000000000000e+00	0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00	1	-1	4
8	9	 4.999999999999999e-01  2.886751345948129e-01 -8.164965809277260e-01	-8.164965809277261e-01  4.714045207910315e-01 -3.333333333333333e-01	1	-1	8
9	10	 4.999999999999999e-01  2.886751345948129e-01 -8.164965809277260e-01	 0.000000000000000e+00 -9.428090415820634e-01 -3.333333333333334e-01	1	-1	8
10	11	 4.999999999999999e-01  2.886751345948129e-01 -8.164965809277260e-01	-8.164965809277261e-01  4.714045207910315e-01 -3.333333333333333e-01	1	-1	8
11	8	 4.999999999999999e-01  2.886751345948129e-01 -8.164965809277260e-01	 0.000000000000000e+00 -9.428090415820634e-01 -3.333333333333334e-01	1	-1	8
12	13	-9.999999999999998e-01  0.000000000000000e+00  0.000000000000000e+00	 0.000000000000000e+00 -9.428090415820634e-01 -3.333333333333334e-01	1	-1	12
13	14	-9.999999999999998e-01  0.000000000000000e+00  0.000000000000000e+00	0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00	1	-1	12
