145
3
157
157
5	1.742537135732500e+02 6.264454818460299e+02 7.337225197555279e+02	-1.413185442575168e-02  7.177644864495492e-02 -5.764459421920324e-02	1.000000000000000e+00	0	5
6	3.164936069235157e+02 6.153825606665886e+02 6.025455475847035e+02	-3.724556339660903e-02  6.320867658760812e-02 -2.596311319099909e-02	1.000000000000000e+00	0	6
9	5.506086058907561e+02 7.175649313667385e+02 2.662481779173133e+02	-1.491364343176702e-01  2.901019034664441e-02  1.201262439710258e-01	1.000000000000000e+00	0	9
16	2.398380127973122e+02 1.046578220582904e+03 2.850326623664372e+02	 7.338627242533781e-03  2.215585512752057e-02 -1.481722788498678e-02	1.000000000000000e+00	0	16
22	1.809421794190084e+02 8.673744354092760e+02 4.861051003465235e+02	 4.257578253848292e-02 -6.905480109536803e-02  2.647901855688511e-02	1.000000000000000e+00	0	22
23	7.628214122732419e+01 7.638832394388237e+02 6.942563345086598e+02	 1.278384105332859e-01 -8.229931869272747e-02 -4.553909184055847e-02	1.000000000000000e+00	0	23
37	1.168452321546464e+03 2.657223535275215e+02 4.954364620554912e+02	 6.438906586959358e-03  1.146169776336767e-02 -5.022791176408308e-03	1.000000000000000e+00	0	37
43	1.379597481748384e+03 1.086793418388462e+03 1.384576933511951e+03	-2.558326767939108e-03 -3.581693161819255e-03  1.023366393880147e-03	1.000000000000000e+00	0	43
44	1.179170746036503e+03 1.159560354020257e+03 1.111383262168276e+03	-1.007893108743613e-03 -1.796509482393972e-03  7.886163736503589e-04	1.000000000000000e+00	0	44
45	9.329614000720132e+02 1.131552433199423e+03 8.931818370246194e+02	 6.722357170363418e-04  1.837751722793507e-03 -1.165516005757165e-03	1.000000000000000e+00	0	45
46	7.022917054785837e+02 1.099057324207803e+03 6.950072514228101e+02	 1.413717107176144e-05  1.211283237732332e-04 -1.069911527014690e-04	1.000000000000000e+00	0	46
47	5.256364241248639e+02 1.100640823851047e+03 5.167684704258463e+02	-4.115730202758606e-04 -5.625573532002527e-04  1.509843329243922e-04	1.000000000000000e+00	0	47
48	3.278568984044084e+02 1.070903944016538e+03 3.487258245398992e+02	 3.416451978957429e-03  1.320267218519673e-02 -9.786220206239303e-03	1.000000000000000e+00	0	48
55	1.367647265723687e+03 2.519336314241514e+02 7.084201283360841e+02	 8.096549310486319e-03  1.602000266903261e-02 -7.923453358546285e-03	1.000000000000000e+00	0	55
