189
3
206
206
4	6.967543333719030e+01 5.473820565239946e+02 9.173642253136229e+02	-7.876441999596452e-03  2.590324296940700e-02 -1.802680096981055e-02	1.000000000000000e+00	0	4
5	2.109133098627993e+02 5.125528444232056e+02 8.109555608888030e+02	-8.673043001205437e-03  2.430079863463486e-02 -1.562775563342943e-02	1.000000000000000e+00	0	5
6	3.791529366056468e+02 5.068905972556914e+02 6.483781813134697e+02	-1.388497617269699e-02  2.414882888848514e-02 -1.026385271578815e-02	1.000000000000000e+00	0	6
9	6.612560250385861e+02 5.548583071458029e+02 3.183073829904189e+02	-1.484796399234778e-02  2.628564078610889e-02 -1.143767679376111e-02	1.000000000000000e+00	0	9
10	9.081618834941007e+02 5.333461787195425e+02 9.291365296116463e+01	-1.046917296238301e-02  2.855065810097487e-02 -1.808148513859187e-02	1.000000000000000e+00	0	10
15	7.296323656805851e+02 8.580106983490460e+02 1.445845027260657e+03	 1.313256589938384e-02 -2.397155070681678e-02  1.083898480743294e-02	1.000000000000000e+00	0	15
16	2.213244225113892e+02 1.009534435200186e+03 3.035628574632324e+02	 0.000000000000000e+00 -1.127825736390147e-02  1.127825736390147e-02	1.000000000000000e+00	0	16
22	1.209225852956479e+02 9.518123307721025e+02 4.616867991070574e+02	 9.944497341651429e-03 -1.281893833134760e-02  2.874440989696167e-03	1.000000000000000e+00	0	22
23	1.457814734550183e+03 8.773213781053959e+02 6.983519786347098e+02	 1.461484619100698e-02 -1.864949004517756e-02  4.034643854170588e-03	1.000000000000000e+00	0	23
35	1.192061603827389e+03 5.442134275968547e+02 1.297213059866045e+03	-1.879645937950410e-02  3.027928290153022e-02 -1.148282352202612e-02	1.000000000000000e+00	0	35
37	1.147172414536831e+03 2.284180930771232e+02 5.114608154962569e+02	 7.044318625698269e-03  1.229984765019638e-02 -5.255529024498114e-03	1.000000000000000e+00	0	37
43	1.389082193263121e+03 1.100067196300150e+03 1.380787867115000e+03	-2.450332963968026e-03 -3.486831837815874e-03  1.036498873847849e-03	1.000000000000000e+00	0	43
44	1.182565100918480e+03 1.165939706838436e+03 1.108398264232073e+03	-2.920456008821245e-04 -5.447454109364162e-04  2.526998100542918e-04	1.000000000000000e+00	0	44
45	9.313128195233028e+02 1.127050341389418e+03 8.960353482859136e+02	 6.180445971532555e-04  1.668897790526204e-03 -1.050853193372948e-03	1.000000000000000e+00	0	45
46	7.045086540329771e+02 1.103566586557326e+03 6.927149376276808e+02	-8.481570923568473e-04 -1.686240853632339e-03  8.380837612754911e-04	1.000000000000000e+00	0	46
47	5.329446342315349e+02 1.113242043437784e+03 5.114754609457801e+02	-3.038677511698962e-03 -5.130448401999584e-03  2.091770890300622e-03	1.000000000000000e+00	0	47
48	3.252267800946004e+02 1.075074643283517e+03 3.419250069631125e+02	 1.249244808377493e-04 -1.037665416707262e-02  1.050157864791037e-02	1.000000000000000e+00	0	48
55	1.345085504111889e+03 2.086190079898010e+02 7.291729901586369e+02	 6.692685743110016e-03  1.261781241101976e-02 -5.925126667909743e-03	1.000000000000000e+00	0	55
56	6.782945552604633e+01 2.256497013342623e+02 9.339526243438132e+02	 4.983471932694544e-03  1.316858371841473e-02 -8.185111785720180e-03	1.000000000000000e+00	0	56
59	3.431045015188514e+02 2.434927223696668e+02 1.191384649301214e+03	 6.436240550519532e-03  1.205452285346012e-02 -5.618282302940591e-03	1.000000000000000e+00	0	59
62	6.145939686008134e+02 2.159693813474806e+02 1.490397457405362e+03	 6.650166720291559e-03  1.208662273523420e-02 -5.436456014942644e-03	1.000000000000000e+00	0	62
63	8.540871261787331e+02 2.283490136281335e+02 2.184446065871483e+02	 5.473472972771795e-03  1.319356175606390e-02 -7.720088783292101e-03	1.000000000000000e+00	0	63
66	8.978715607387456e+02 9.223922282171351e+02 7.195395749932011e+01	 4.086946417116329e-03 -1.005542692140079e-02  5.968480504284457e-03	1.000000000000000e+00	0	66
69	1.240059898565466e+03 2.554194002770348e-13 6.521578478897343e+02	 3.515587351970946e-03 -7.643019683100780e-03  4.127432331129833e-03	1.000000000000000e+00	1	69
70	1.240059898565466e+03 2.998132752230965e+03 6.521578478897343e+02	 3.515587351970946e-03 -7.643019683100780e-03  4.127432331129833e-03	1.000000000000000e+00	1	70
