143
3
155
155
5	1.728719952118966e+02 6.339994272024087e+02 7.275502927605025e+02	-1.207870714457671e-02  7.895755808338051e-02 -6.687885093880379e-02	1.000000000000000e+00	0	5
6	3.125884903880392e+02 6.219946728690276e+02 5.998385519177410e+02	-4.055980427630738e-02  6.833592819190958e-02 -2.777612391560220e-02	1.000000000000000e+00	0	6
16	2.405698036725772e+02 1.048785036627106e+03 2.835576371975005e+02	 6.855696303515990e-03  2.062044258211773e-02 -1.376474627860174e-02	1.000000000000000e+00	0	16
22	1.853924228307157e+02 8.601626691795643e+02 4.888666231645278e+02	 4.592921562133168e-02 -7.422816428718530e-02  2.829894866585363e-02	1.000000000000000e+00	0	22
23	8.950412988340597e+01 7.555274858884543e+02 6.893900994029476e+02	 1.345871626189272e-01 -8.159516399963673e-02 -5.299199861929049e-02	1.000000000000000e+00	0	23
37	1.169110613749139e+03 2.668949717755507e+02 4.949221360101366e+02	 6.475913258156110e-03  1.155187685171294e-02 -5.075963593556828e-03	1.000000000000000e+00	0	37
43	1.379338639892610e+03 1.086431047569998e+03 1.384680462474641e+03	-2.491752432234314e-03 -3.488079539551589e-03  9.963271073172751e-04	1.000000000000000e+00	0	43
44	1.179068890561716e+03 1.159378976663352e+03 1.111462784050393e+03	-9.789866148200588e-04 -1.739974968690708e-03  7.609883538706491e-04	1.000000000000000e+00	0	44
45	9.330286631273028e+02 1.131736296846167e+03 8.930652364331652e+02	 6.335103609396132e-04  1.731290237322009e-03 -1.097779876382396e-03	1.000000000000000e+00	0	45
46	7.022929200638901e+02 1.099069205151470e+03 6.949965850644495e+02	 6.209792085496868e-06  1.043805681106206e-04 -9.817077602512062e-05	1.000000000000000e+00	0	46
47	5.255924603378678e+02 1.100579376935592e+03 5.167859535543054e+02	-5.028592182401942e-04 -7.442222588297585e-04  2.413630405895644e-04	1.000000000000000e+00	0	47
48	3.282040487320653e+02 1.072229597187381e+03 3.477473216967139e+02	 3.362307494135709e-03  1.253736746857258e-02 -9.175059974436867e-03	1.000000000000000e+00	0	48
55	1.368472816040385e+03 2.535684076233656e+02 7.076109024535687e+02	 8.073895248718335e-03  1.601407246961936e-02 -7.940177220901026e-03	1.000000000000000e+00	0	55
56	8.471270560632090e+01 2.687223749345622e+02 9.077632008237879e+02	 5.778493115017386e-03  1.379872073971498e-02 -8.020227624697597e-03	1.000000000000000e+00	0	56
59	3.627030674419894e+02 2.802253803061275e+02 1.174250557287891e+03	 5.572705074794813e-03  1.049914424819301e-02 -4.926439173398201e-03	1.000000000000000e+00	0	59
62	6.375572952730164e+02 2.583838584410870e+02 1.470946306983959e+03	 8.635685237059048e-03  1.637447203599887e-02 -7.738786798939825e-03	1.000000000000000e+00	0	62
63	8.713446473479323e+02 2.690626388813179e+02 1.949885025031631e+02	 5.478133279522540e-03  1.233529763448906e-02 -6.857164354966513e-03	1.000000000000000e+00	0	63
66	9.087630975949234e+02 8.942592792605637e+02 8.919536959971359e+01	 2.244779557252954e-03 -5.951848104113306e-03  3.707068546860351e-03	1.000000000000000e+00	0	66
69	1.239485231417068e+03 5.964799134418829e-13 6.527325150381328e+02	 3.662810498925166e-03 -8.110055179111703e-03  4.447244680186537e-03	1.000000000000000e+00	1	69
70	1.239485231417068e+03 2.998132752230965e+03 6.527325150381328e+02	 3.662810498925166e-03 -8.110055179111703e-03  4.447244680186537e-03	1.000000000000000e+00	1	70
72	2.325479033573047e+02 1.964980539116923e+03 1.193755680096454e+03	 4.169935572915177e-03 -8.474386090231200e-03  4.304450517316023e-03	1.000000000000000e+00	0	72
75	4.297855785521293e+02 1.963677160522219e+03 9.978213834963333e+02	 4.215909920517544e-03 -8.519408098125396e-03  4.303498177607852e-03	1.000000000000000e+00	0	75
76	6.833060897334726e+02 1.960829230551537e+03 7.471488022856718e+02	 4.142714565485320e-03 -8.439744136984487e-03  4.297029571499167e-03	1.000000000000000e+00	0	76
77	9.364881772121176e+02 1.961001652705201e+03 4.937942926533626e+02	 4.230862650600048e-03 -8.234081051447155e-03  4.003218400847107e-03	1.000000000000000e+00	0	77
78	1.166590780353468e+03 1.967700058970102e+03 2.569932832471113e+02	 4.186255430904008e-03 -8.036566552258161e-03  3.850311121354153e-03	1.000000000000000e+00	0	78
81	1.405152197670862e+03 1.970791899791622e+03 1.534002510819710e+01	 4.080969895442659e-03 -8.203151540801989e-03  4.122181645359329e-03	1.000000000000000e+00	0	81
88	8.067135691874414e+02 9.085401529782415e+02 1.769640242895178e+02	 3.216851533291970e-03 -7.789667478711287e-03  4.572815945419318e-03	1.000000000000000e+00	0	88
89	6.094209385577191e+02 9.110804157377354e+02 3.717163921597463e+02	 7.407890646330993e-03 -1.198281103718967e-02  4.574920390858678e-03	1.000000000000000e+00	0	89
90	3.791360293811790e+02 8.742068621182440e+02 6.388748549557778e+02	 7.625480906206446e-03 -1.731609632217982e-02  9.690615415973375e-03	1.000000000000000e+00	0	90
91	1.076528410663142e+02 9.203359948695020e+02 8.642289105193846e+02	 4.415827125670657e-03 -1.247856662082267e-02  8.062739495152019e-03	1.000000000000000e+00	0	91
