163
5
178
178
5	1.771420403172505e+02 6.140620168926482e+02 7.432176579649091e+02	-1.625972911564313e-02  6.305829024395689e-02 -4.679856112831376e-02	1.000000000000000e+00	0	5
6	3.229170675544347e+02 6.044212357123761e+02 6.070834119079971e+02	-3.259747823951634e-02  5.580812402673097e-02 -2.321064578721463e-02	1.000000000000000e+00	0	6
9	5.830208317375098e+02 6.855363969907992e+02 2.658644864464990e+02	-1.246752977635946e-01  1.743084461990149e-01 -4.963314843542035e-02	1.000000000000000e+00	0	9
10	8.482560646455074e+02 6.837565357086344e+02 2.409114820666066e+00	-1.016650103324565e-01  2.360747291485501e-01 -1.344097188160935e-01	1.000000000000000e+00	0	10
15	8.057250174750314e+02 7.202835885513579e+02 8.413109148418503e+00	 1.501870849583496e-01 -2.549937582904497e-01  1.048066733321000e-01	1.000000000000000e+00	0	15
16	2.383546745621997e+02 1.042086796125788e+03 2.880407485884407e+02	 8.459145012613320e-03  2.565617682547331e-02 -1.719703181285999e-02	1.000000000000000e+00	0	16
22	1.735115883574706e+02 8.794096723268042e+02 4.815004544905330e+02	 3.812865727652098e-02 -6.157231082276970e-02  2.344365354624873e-02	1.000000000000000e+00	0	22
23	5.560708107099306e+01 7.783006731837172e+02 7.005139609200977e+02	 1.046131878431516e-01 -7.651326077018061e-02 -2.809992707297095e-02	1.000000000000000e+00	0	23
37	1.167258724461821e+03 2.636023116242343e+02 4.963629068741350e+02	 6.426685642292792e-03  1.139689511753540e-02 -4.970209475242603e-03	1.000000000000000e+00	0	37
43	1.380092115848146e+03 1.087485978498180e+03 1.384379007501996e+03	-2.838283375299555e-03 -3.975502190660711e-03  1.137218815361155e-03	1.000000000000000e+00	0	43
44	1.179369131913236e+03 1.159915420205408e+03 1.111226581859857e+03	-1.186532097408068e-03 -2.134285289155291e-03  9.477531917472231e-04	1.000000000000000e+00	0	44
45	9.328299306359421e+02 1.131192915752194e+03 8.934098850357772e+02	 7.042597967952387e-04  1.926366110358268e-03 -1.222106313563030e-03	1.000000000000000e+00	0	45
46	7.022916634902354e+02 1.099040761118756e+03 6.950237725235087e+02	-5.421738241823565e-05 -3.393332898345941e-05 -2.028405343477254e-05	1.000000000000000e+00	0	46
47	5.257148324625803e+02 1.100746820452876e+03 5.167408821617333e+02	-4.799996369482206e-04 -6.716788305665158e-04  1.916791936182953e-04	1.000000000000000e+00	0	47
48	3.272216139743435e+02 1.068340550219819e+03 3.506539339065535e+02	 3.367360479534517e-03  1.406342894538040e-02 -1.069606846584588e-02	1.000000000000000e+00	0	48
55	1.366138833021645e+03 2.489571770624425e+02 7.098881499957511e+02	 8.111180712086784e-03  1.597179190316701e-02 -7.860611191080228e-03	1.000000000000000e+00	0	55
56	8.305962242391138e+01 2.647407887976310e+02 9.100917037783096e+02	 5.700108651985961e-03  1.382832994790255e-02 -8.128221295916590e-03	1.000000000000000e+00	0	56
59	3.610978550293926e+02 2.772041844377190e+02 1.175666540743703e+03	 5.583074784492392e-03  1.049971748527461e-02 -4.916642700782222e-03	1.000000000000000e+00	0	59
62	6.350198596393122e+02 2.535922580123543e+02 1.473200471778987e+03	 8.643249710363371e-03  1.626382958103535e-02 -7.620579870671978e-03	1.000000000000000e+00	0	62
63	8.697966926898824e+02 2.655471837045110e+02 1.969560030219202e+02	 5.277506688783198e-03  1.207254014695107e-02 -6.795033458167871e-03	1.000000000000000e+00	0	63
66	9.081362502406041e+02 8.959360407793404e+02 8.814545543525628e+01	 1.794239076362550e-03 -4.840509825853758e-03  3.046270749491208e-03	1.000000000000000e+00	0	66
69	1.239550666865740e+03 4.827930757202669e-13 6.526670795894599e+02	 3.788705534102554e-03 -8.466888268702094e-03  4.678182734599540e-03	1.000000000000000e+00	1	69
70	1.239550666865740e+03 2.998132752230965e+03 6.526670795894599e+02	 3.788705534102555e-03 -8.466888268702096e-03  4.678182734599540e-03	1.000000000000000e+00	1	70
72	2.313470721963789e+02 1.967420555489740e+03 1.192516494884563e+03	 4.100728072154535e-03 -8.331139268822247e-03  4.230411196667712e-03	1.000000000000000e+00	0	72
75	4.285654055077188e+02 1.966142859619943e+03 9.965758574430204e+02	 4.183492016493083e-03 -8.453728730097736e-03  4.270236713604653e-03	1.000000000000000e+00	0	75
76	6.821049511342754e+02 1.963276598861172e+03 7.459025725752347e+02	 4.127904335287535e-03 -8.411793809166583e-03  4.283889473879048e-03	1.000000000000000e+00	0	76
77	9.352676385212571e+02 1.963377730256406e+03 4.926387537930180e+02	 4.184122107328850e-03 -8.147449617827577e-03  3.963327510498726e-03	1.000000000000000e+00	0	77
78	1.165388804139278e+03 1.970007744226922e+03 2.558875742044820e+02	 4.104235822198308e-03 -7.880405594102193e-03  3.776169771903885e-03	1.000000000000000e+00	0	78
81	1.403981182880070e+03 1.973144897897449e+03 1.415804179316258e+01	 3.990740745092404e-03 -8.016475091050166e-03  4.025734345957761e-03	1.000000000000000e+00	0	81
88	8.057278089922487e+02 9.109399362445281e+02 1.755500012184241e+02	 3.512941075489782e-03 -8.586862773405521e-03  5.073921697915739e-03	1.000000000000000e+00	0	88
89	6.075188506764788e+02 9.141691866951167e+02 3.705297090836054e+02	 5.645272398611638e-03 -9.160373789294051e-03  3.515101390682414e-03	1.000000000000000e+00	0	89
90	3.769218401890388e+02 8.792227598427603e+02 6.360731464234017e+02	 7.678693091844316e-03 -1.735089365772215e-02  9.672200565877838e-03	1.000000000000000e+00	0	90
91	1.064217876217268e+02 9.238051272240568e+02 8.619908316094171e+02	 4.012573650404248e-03 -1.130563049587457e-02  7.293056845470327e-03	1.000000000000000e+00	0	91
94	1.352860014290335e+03 9.390577914276586e+02 1.099366316852688e+03	 4.906589940192363e-03 -7.766745964763479e-03  2.860156024571116e-03	1.000000000000000e+00	0	94
95	1.133137711016964e+03 8.699285429863162e+02 1.388217868567401e+03	 1.455961410015551e-03 -2.549307728209252e-03  1.093346318193701e-03	1.000000000000000e+00	0	95
103	3.749113450386748e+01 6.823027735035555e+02 8.146278071673848e+02	 1.395275233259662e-01  2.577642398055165e-02 -1.653039473065178e-01	1.000000000000000e+00	0	103
104	1.214570251278112e+02 6.355206747144554e+02 7.774440153325413e+02	 4.200136961162780e-04  8.000450361866640e-02 -8.042451731478266e-02	1.000000000000000e+00	0	104
105	2.431735290222402e+02 6.022809660506387e+02 6.889672201019290e+02	-2.539107347067830e-02  5.710393739956573e-02 -3.171286392888743e-02	1.000000000000000e+00	0	105
107	4.856275962635812e+02 6.502299967329482e+02 3.985641221782785e+02	-5.794095294584418e-02  7.917555592730452e-02 -2.123460298146033e-02	1.000000000000000e+00	0	107
108	7.721650949200941e+02 6.945285263936938e+02 6.772809386101994e+01	-1.406956847053204e-01  3.634794505268727e-01 -2.227837658215523e-01	1.000000000000000e+00	0	108
112	7.452939348592338e+02 7.111528866889478e+02 7.797489362662625e+01	 2.494884640352851e-01 -4.329556085058042e-01  1.834671444705190e-01	1.000000000000000e+00	0	112
117	1.035211681613523e+02 8.440621432912210e+02 5.868384037222345e+02	 5.725371686485170e-02 -6.064727330591752e-02  3.393556441065820e-03	1.000000000000000e+00	0	117
120	9.415891861646446e+02 7.055753726444328e+02 1.386323532481211e+03	-7.753349035090708e-02 -4.799464731552124e-02  1.255281376664283e-01	1.000000000000000e+00	0	120
126	9.757842438535915e+02 2.716378554498324e+02 2.968528824403079e+02	 4.918634825270740e-03  1.019652987112029e-02 -5.277895045849549e-03	1.000000000000000e+00	0	126
131	6.449179833163547e+00 1.058778910541529e+03 3.944313944366349e+01	-1.525753684310967e-03 -2.407909466208898e-03  8.821557818979304e-04	1.000000000000000e+00	0	131
132	1.281699015087828e+03 1.130104017914942e+03 1.243367867324915e+03	-3.017715423814555e-03 -3.745024078308911e-03  7.273086544943559e-04	1.000000000000000e+00	0	132
133	1.070002275023083e+03 1.153094387145290e+03 1.008680758029822e+03	 2.379370075215515e-04  5.773945856307111e-04 -3.394575781091595e-04	1.000000000000000e+00	0	133
134	7.938244274298562e+02 1.109608184176821e+03 7.759891134050648e+02	 4.116259560826580e-04  1.061146525715070e-03 -6.495205696324119e-04	1.000000000000000e+00	0	134
135	6.222971122577645e+02 1.094937394369693e+03 6.191325880401012e+02	-3.945809980071361e-04 -8.767807096063865e-04  4.821997115992505e-04	1.000000000000000e+00	0	135
136	4.145579920990235e+02 1.094227829805857e+03 4.121030324451962e+02	 9.817489557574718e-04  4.232808123268296e-03 -3.251059167510824e-03	1.000000000000000e+00	0	136
