0	-4.801255044256658e+02 -3.959797974644675e+01  1.860397941301806e+03	-3.429281598271716e-13  9.327177702064815e-13 -1.606706738141450e-12	1.000000000000000e+00	0	0
1	-5.784133470105959e+02  1.569777054234135e+02  1.958685783886736e+03	-3.748658013776746e-13  8.880336244999898e-13 -1.571905908388793e-12	1.000000000000000e+00	0	0
2	-1.852619766708755e+02  5.501290757631339e+02  1.565534413547016e+03	2.446312033152487e-12 2.972564902559149e-12 5.018666688824669e-13	1.000000000000000e+00	0	0
3	-8.697413408594537e+01  3.535533905932737e+02  1.467246570962086e+03	2.470775103610712e-12 2.942993505145042e-12 3.913817512267437e-13	1.000000000000000e+00	0	0
4	-5.292694257181308e+02  5.868986283848335e+01  1.909541862594271e+03	-1.935626268386841e-01  2.855434855578154e-12 -1.935626268386841e-01	1.000000000000000e+00	0	0
5	-1.361180553784104e+02  4.518412331782038e+02  1.516390492254551e+03	 2.831694781780243e-01 -5.201936429354015e-13  2.831694781780243e-01	1.000000000000000e+00	0	0
6	-7.092281015301071e+02  2.637508293825822e+02 -1.083287588777791e+03	 4.173117472243415e-13  2.699492756066957e-12 -2.102442352158729e-12	1.000000000000000e+00	6	0
7	-8.527707781109762e+02 -2.333452377915606e+01 -1.226830265358660e+03	 2.217374640020933e-13  2.433914398150550e-12 -2.214016079846171e-12	1.000000000000000e+00	6	0
8	-2.786000717874997e+02 -5.975052301026326e+02 -6.526595590351833e+02	 7.305036431445519e-14 -4.740665759256357e-12  4.435546548109404e-12	1.000000000000000e+00	6	0
9	-1.350573952066306e+02 -3.104198769408944e+02 -5.091168824543142e+02	 9.622147913515566e-14 -4.689324015899610e-12  4.387403201161488e-12	1.000000000000000e+00	6	0
10	-7.809994398205416e+02  1.202081528017131e+02 -1.155058927068225e+03	-2.164134532213211e-01  3.626438992848646e-12  2.164134532213211e-01	1.000000000000000e+00	6	0
11	-2.068287334970651e+02 -4.539625535217635e+02 -5.808882207447488e+02	 1.996963769197464e-01 -7.330964177723609e-13 -1.996963769197464e-01	1.000000000000000e+00	6	0
12	-1.845548698896889e+02  4.801255044256657e+02  1.528764860925316e+03	-3.897100597782810e-08  1.299722729442010e-08 -1.534982274620234e-08	1.000000000000000e+00	12	0
13	2.121320343559660e+00 3.867874093090414e+02 1.622102956041940e+03	-3.159279415854144e-08  9.273914081120438e-09 -1.155065643132502e-08	1.000000000000000e+00	12	0
14	3.754737008100567e+02 7.601397897755385e+02 1.248750575575443e+03	-2.864782189249127e-08  2.130543030887111e-08 -1.128656457183297e-08	1.000000000000000e+00	12	0
15	1.887975105768082e+02 8.534778848921628e+02 1.155412480458819e+03	-3.720311170241075e-08  2.552061495464386e-08 -1.548450256905198e-08	1.000000000000000e+00	12	0
16	-9.121677477306463e+01  4.334564568673536e+02  1.575433908483628e+03	 3.843067730713301e-08 -2.686321437358856e-01 -2.686322033405304e-01	1.000000000000000e+00	12	0
17	2.821356056934325e+02 8.068088373338506e+02 1.202081528017131e+03	2.956167755030492e-08 2.120445221662521e-01 2.120445370674133e-01	1.000000000000000e+00	12	0
18	-7.976164491784257e+02  2.404163056034264e+01 -1.346331311379186e+03	-1.640020693034761e-12  1.807424435812388e-12 -1.396428545713535e-12	1.000000000000000e+00	18	0
19	-6.774082963767125e+02 -9.616652224137044e+01 -1.586747616982613e+03	-1.693434888844214e-12  1.879990737738146e-12 -1.317848391177434e-12	1.000000000000000e+00	18	0
20	-1.965756851698602e+02 -5.769991334482228e+02 -1.105915005775760e+03	 8.609812624134350e-13 -1.101523169552698e-12 -2.170184198362415e-13	1.000000000000000e+00	18	0
21	-3.167838379715733e+02 -4.567909806465097e+02 -8.654987001723341e+02	 8.010241775435745e-13 -1.058330181304135e-12 -1.363482758772946e-13	1.000000000000000e+00	18	0
22	-7.375123727775691e+02 -3.606244584051390e+01 -1.466539464180900e+03	-2.377675473690033e-02 -2.377675473690033e-02  1.245611795132329e-12	1.000000000000000e+00	18	0
23	-2.566797615707168e+02 -5.168950570473662e+02 -9.857068529740471e+02	-4.634085670113564e-02 -4.634085670113564e-02 -3.287949881976282e-13	1.000000000000000e+00	18	0
24	-2.496086937588512e+02  5.939696961966998e+02  9.807571055057413e+02	-1.437997724368367e-11  6.946560514309308e-12 -9.536222506101311e-12	1.000000000000000e+00	24	0
25	-6.427600640985717e+02  3.973940110268396e+02  1.177332790675601e+03	-1.438376761447868e-11  7.047240395408050e-12 -9.606457122834922e-12	1.000000000000000e+00	24	0
26	 1.435426765808693e+02 -3.889087296526010e+02  1.963635531355043e+03	-6.780711409026807e-12 -5.612731199949872e-12 -9.810385143138589e-12	1.000000000000000e+00	24	0
27	 5.366940469205896e+02 -1.923330444827409e+02  1.767059846185182e+03	-6.830632847537599e-12 -5.733434126770076e-12 -9.807401418759909e-12	1.000000000000000e+00	24	0
28	-4.461843789287115e+02  4.956818536117697e+02  1.079044948090671e+03	-2.111298982865328e-11  2.114844769239426e-01  2.114844769239426e-01	1.000000000000000e+00	24	0
29	 3.401183617507294e+02 -2.906208870676709e+02  1.865347688770112e+03	-4.628716247095932e-12 -1.882101297378540e-01 -1.882101297378540e-01	1.000000000000000e+00	24	0
30	 1.555634918610405e+02 -6.300321420372138e+02  6.102331521639904e+02	2.463116516304709e-12 6.544292885379832e-12 4.780083447120109e-12	1.000000000000000e+00	30	0
31	 5.586143571373725e+02 -4.285067093990477e+02  8.117585848021564e+02	2.838387511139295e-12 6.824924739939897e-12 4.834542488563187e-12	1.000000000000000e+00	30	0
32	-2.474873734152916e+02  3.775950211536164e+02  1.617860315354821e+03	 6.507826395829586e-12 -9.869088185565644e-12 -7.560351650282016e-12	1.000000000000000e+00	30	0
33	-6.505382386916236e+02  1.760695885154504e+02  1.416334882716655e+03	 5.767603408757260e-12 -1.030295206788656e-11 -7.790577211119754e-12	1.000000000000000e+00	30	0
34	 3.570889244992065e+02 -5.292694257181308e+02  7.109958684830734e+02	-1.673690006032125e-11 -1.954566389322281e-01  1.954566389322281e-01	1.000000000000000e+00	30	0
35	-4.490128060534577e+02  2.768323048345334e+02  1.517097599035738e+03	 2.078391451998396e-11  1.631266176700592e-01 -1.631266176700592e-01	1.000000000000000e+00	30	0
36	-8.273149339882605e+01 -4.596194077712562e+01  1.436840979371064e+03	 2.816162414376322e-09  2.724992453906339e-09 -8.496536252344811e-10	1.000000000000000e+00	36	0
37	-1.668772003600252e+02 -1.301076477383248e+02  1.605132393293463e+03	 2.973790769189577e-09  2.877510674181849e-09 -1.164396468134044e-09	1.000000000000000e+00	36	0
38	-5.034600282048217e+02 -4.666904755831213e+02  1.268549565448666e+03	 1.190548548635206e-09  9.635612308045438e-10 -5.023365279299696e-09	1.000000000000000e+00	36	0
39	-4.193143212436227e+02 -3.825447686219222e+02  1.100258151526268e+03	 9.908837084182665e-10  7.561643533549045e-10 -4.620873017557869e-09	1.000000000000000e+00	36	0
40	-1.248043468794256e+02 -8.803479425772520e+01  1.520986686332264e+03	-2.610079012811184e-02  2.610077150166035e-02 -1.109807623578263e-08	1.000000000000000e+00	36	0
41	-4.613871747242222e+02 -4.246176221025218e+02  1.184403858487467e+03	 3.751215524971485e-03 -3.751219483092427e-03  5.772373690149379e-09	1.000000000000000e+00	36	0
42	-7.771103525240155e+02 -3.577960312803930e+02  1.437548086152251e+03	-2.299933932192744e-08  8.657686834112610e-08  5.624518095714848e-08	1.000000000000000e+00	42	0
43	-9.135819612930193e+02 -8.485281374238571e+01  1.574019694921255e+03	-3.816620264274206e-08  1.174672448200909e-07  7.198352847126444e-08	1.000000000000000e+00	42	0
44	-3.676955262170047e+02  4.610336213336289e+02  1.028133259845240e+03	-3.992667529928440e-08  1.150499358004708e-07  7.128782186782701e-08	1.000000000000000e+00	42	0
45	-2.312239174480010e+02  1.880904037956216e+02  8.916616510762364e+02	-2.740979887505546e-08  8.922328476046459e-08  5.799240199166888e-08	1.000000000000000e+00	42	0
46	-8.453461569085174e+02 -2.213244225113893e+02  1.505783890536753e+03	-2.238683253526688e-01 -8.017653385650192e-08 -2.238683104515076e-01	1.000000000000000e+00	42	0
47	-2.994597218325029e+02  3.245620125646253e+02  9.598974554607382e+02	 1.551741659641266e-01 -7.400178958505421e-08  1.551741808652878e-01	1.000000000000000e+00	42	0
48	 9.192388155425107e+00 -7.778174593052029e+00 -4.341635636485402e+02	 2.067409354822303e-08 -8.989222699540278e-09 -3.348294086435999e-09	1.000000000000000e+00	48	0
49	-2.071822868876584e+02  1.004091629284897e+02 -3.259762261269984e+02	-5.074782608027739e-11  2.146826050264394e-09  7.383675448835447e-09	1.000000000000000e+00	48	0
50	-6.399316369738254e+02 -3.323401871576773e+02 -7.587255762131655e+02	 4.339680281795211e-10 -5.727557539358941e-09 -9.526346822497089e-09	1.000000000000000e+00	48	0
51	-4.235569619307419e+02 -4.405275246792191e+02 -8.669129137347072e+02	 9.042310900042594e-09 -8.498208359242199e-09 -1.422074635826220e-08	1.000000000000000e+00	48	0
52	-9.899494936611664e+01  4.631549416771885e+01 -3.800698948877692e+02	 3.924247593545260e-09  2.021035552024841e-01 -2.021035552024841e-01	1.000000000000000e+00	48	0
53	-5.317442994522837e+02 -3.864338559184482e+02 -8.128192449739363e+02	 2.849355595913039e-08 -2.612746953964233e-01  2.612747550010681e-01	1.000000000000000e+00	48	0
54	-2.184959953866431e+02  8.160012254892758e+02 -7.686250711497771e+02	-1.273052708172448e-13  3.984393977946032e-12  2.529839185361205e-12	1.000000000000000e+00	54	0
55	-7.212489168102786e+01  5.232590180780451e+02 -6.222539674441617e+02	-3.151559213794043e-14  3.890866795419612e-12  2.813041900112667e-12	1.000000000000000e+00	54	0
56	-6.576093065034891e+02 -6.222539674441617e+01 -1.207738382266623e+03	 3.554998905929557e-13 -3.520894513442396e-12 -2.801069055521910e-12	1.000000000000000e+00	54	0
57	-8.039804102091045e+02  2.305168106668145e+02 -1.354109485972238e+03	 2.173320659722144e-13 -3.132288265567107e-12 -2.783616219470542e-12	1.000000000000000e+00	54	0
58	-1.453104435338355e+02  6.696301217836605e+02 -6.954395192969694e+02	 1.849219650030136e-01 -6.125309027354975e-12 -1.849219650030136e-01	1.000000000000000e+00	54	0
59	-7.307948583562968e+02  8.414570696119915e+01 -1.280923934119431e+03	-9.598147124052048e-02  6.508635861171563e-13  9.598147124052048e-02	1.000000000000000e+00	54	0
60	-7.134707422172264e+02 -2.503158005400378e+02 -5.522503961066935e+02	-1.874450247796311e-12 -3.755078279571444e-12 -1.174617803197109e-12	1.000000000000000e+00	60	0
61	-9.093393206059000e+02  1.414213562373095e+02 -3.563818177180199e+02	-1.687412579456926e-12 -4.333637615427932e-12 -1.144971595833100e-12	1.000000000000000e+00	60	0
62	-1.258650070512055e+02  9.248956697920040e+02 -1.139856131272714e+03	 3.421059225836021e-12  4.916155590256599e-12 -1.080259471285261e-12	1.000000000000000e+00	60	0
63	 7.000357133746820e+01  5.331585130146568e+02 -1.335724709661388e+03	 3.033232519322748e-12  5.734880886149041e-12 -2.313101153759295e-13	1.000000000000000e+00	60	0
